index_No,メーカー,シリーズ,車名,限定・専売モデル,品番,発売日,年度(表記無しの対応は0000),単一商品フラグ,正規表現名,フレームサイズ,タイヤサイズ,単一タイヤサイズ,タイヤサイズ詳細,色,正規表現色,メーカー希望小売価格（税抜）,ボルト,アンペア,車両重量,エコ(弱)モード走行距離,標準(オート)モード,強モード,変速,最低適応身長（目安）,幼児2人同時適応身長,サドル高さ（最低）,リヤキャリア,低床フレーム,前輪駆動,登録日
543,ブリヂストン,,ステップクルーズ e,,ST6B49,,2019,,/ステップクルーズ[\\s・]?e/ius,,26,1,26×1.75,T.Xクロツヤケシ,/(T.Xクロツヤケシ|T.Xクロツヤケシ)/ius,129800,36.5,9.9,27.4,99,73,48,内装3段,144,,765,クラス27標準装備,,前輪駆動,20181217
544,ブリヂストン,,ステップクルーズ e,,ST6B49,,2019,,/ステップクルーズ[\\s・]?e/ius,,26,1,26×1.75,T.Xマットカーキ,/T.Xマットカーキ/ius,129800,36.5,9.9,27.4,99,73,48,内装3段,144,,765,クラス27標準装備,,前輪駆動,20181217
545,ブリヂストン,,ステップクルーズ e,,ST6B49,,2019,,/ステップクルーズ[\\s・]?e/ius,,26,1,26×1.75,F.Xアクティブレッド,/F.Xアクティブレッド/ius,129800,36.5,9.9,27.4,99,73,48,内装3段,144,,765,クラス27標準装備,,前輪駆動,20181217
546,ブリヂストン,,ステップクルーズ e,,ST6B49,,2019,,/ステップクルーズ[\\s・]?e/ius,,26,1,26×1.75,E.Xバイオレットブルー,/E.Xバイオレットブルー/ius,129800,36.5,9.9,27.4,99,73,48,内装3段,144,,765,クラス27標準装備,,前輪駆動,20181217
547,ブリヂストン,,ステップクルーズ e,,ST6B49,,2019,,/ステップクルーズ[\\s・]?e/ius,,26,1,26×1.75,E.Xサニーピンク,/E.Xサニーピンク/ius,129800,36.5,9.9,27.4,99,73,48,内装3段,144,,765,クラス27標準装備,,前輪駆動,20181217
548,ブリヂストン,,ステップクルーズ e,,,,2018,,/ステップクルーズ[\\s・]?e/ius,,26,1,26×1.75,T.Xクロツヤケシ,/(T.Xクロツヤケシ|T.Xクロツヤケシ)/ius,124800,36.5,9.9,27.3,99,73,48,内装3段,144,,765,クラス27標準装備,,前輪駆動,20190105
549,ブリヂストン,,ステップクルーズ e,,,,2018,,/ステップクルーズ[\\s・]?e/ius,,26,1,26×1.75,T.Xマットカーキ,/T.Xマットカーキ/ius,124800,36.5,9.9,27.3,99,73,48,内装3段,144,,765,クラス27標準装備,,前輪駆動,20190105
550,ブリヂストン,,ステップクルーズ e,,,,2018,,/ステップクルーズ[\\s・]?e/ius,,26,1,26×1.75,E.Xチェリーローズ,/E.Xチェリーローズ/ius,124800,36.5,9.9,27.3,99,73,48,内装3段,144,,765,クラス27標準装備,,前輪駆動,20190105
551,ブリヂストン,,ステップクルーズ e,,,,2018,,/ステップクルーズ[\\s・]?e/ius,,26,1,26×1.75,E.Xバイオレットブルー,/E.Xバイオレットブルー/ius,124800,36.5,9.9,27.3,99,73,48,内装3段,144,,765,クラス27標準装備,,前輪駆動,20190105
552,ブリヂストン,,ステップクルーズ e,,,,2018,,/ステップクルーズ[\\s・]?e/ius,,26,1,26×1.75,E.Xサニーピンク,/E.Xサニーピンク/ius,124800,36.5,9.9,27.3,99,73,48,内装3段,144,,765,クラス27標準装備,,前輪駆動,20190105
553,ブリヂストン,,アシスタワゴン,,,,2018,,/アシスタ[\\s・]?ワゴン/ius,,18/16,1,18×1.75/16×1.75,M.ピンクゴールド,/M.ピンクゴールド/ius,195800,25.5,12.3,28.3,62,,48,内装3段,132,,695,,,,20190103
554,ブリヂストン,,アシスタワゴン,,,,2018,,/アシスタ[\\s・]?ワゴン/ius,,18/16,1,18×1.75/16×1.75,P.オパールミント,/P.オパールミント/ius,195800,25.5,12.3,28.3,62,,48,内装3段,132,,695,,,,20190103
555,ブリヂストン,,アシスタワゴン,,,,2018,,/アシスタ[\\s・]?ワゴン/ius,,18/16,1,18×1.75/16×1.75,M.ブリリアントシルバー,/M.ブリリアントシルバー/ius,195800,25.5,12.3,28.3,62,,48,内装3段,132,,695,,,,20190103
556,パナソニック,ベロスター,ベロスター・ミニ,,BE-ELVS07,201809,2018,,/ベロスター[\\s・]?ミニ/ius,,20,1,20×1.5HE,ミッドナイトブラック,/ミッドナイトブラック/ius,95000,25.2,8,21,60,40,31,外装7段,150,,805,取付可,,,20181217
557,パナソニック,ベロスター,ベロスター・ミニ,,BE-ELVS07,201809,2018,,/ベロスター[\\s・]?ミニ/ius,,20,1,20×1.5HE,マットオリーブ,/マットオリーブ/ius,95000,25.2,8,21,60,40,31,外装7段,150,,805,取付可,,,20181217
558,パナソニック,ベロスター,ベロスター・ミニ,,BE-ELVS07,201809,2018,,/ベロスター[\\s・]?ミニ/ius,,20,1,20×1.5HE,メタリックオレンジ,/メタリックオレンジ/ius,95000,25.2,8,21,60,40,31,外装7段,150,,805,取付可,,,20181217
559,パナソニック,ベロスター,ベロスター,,,201809,2018,,/ベロスター/ius,,700,1,700×38C,ミッドナイトブラック,/ミッドナイトブラック/ius,95000,25.2,8,22.4,50,36,28,外装7段,149,,790,取付可,,,20181217
560,パナソニック,ベロスター,ベロスター,,,201809,2018,,/ベロスター/ius,,700,1,700×38C,クリスタルホワイト,/クリスタルホワイト/ius,95000,25.2,8,22.4,50,36,28,外装7段,149,,790,取付可,,,20181217
561,パナソニック,ベロスター,ベロスター,,,201809,2018,,/ベロスター/ius,,700,1,700×38C,ワインレッド,/ワインレッド/ius,95000,25.2,8,22.4,50,36,28,外装7段,149,,790,取付可,,,20181217
562,パナソニック,ビビ,ビビ・YX,,,,2018,,/ビビ[\\s・]?[yｙ][xＸ]/iu,,24,,,プラズマグレー,/プラズマグレー/ius,オープン,25.2,8,24.3,50,35,31,内装3段,,,,,低床,,20181217
563,パナソニック,ビビ,ビビ・YX,,,,2018,,/ビビ[\\s・]?[yｙ][xＸ]/iu,,26,,,プラズマグレー,/プラズマグレー/ius,オープン,25.2,8,24.7,50,35,31,内装3段,,,,,低床,,20181217
564,パナソニック,ビビ,ビビ・YX,,,,2018,,/ビビ[\\s・]?[yｙ][xＸ]/iu,,26,,,スパークブラウン,/スパークブラウン/ius,オープン,25.2,8,24.7,50,35,31,内装3段,,,,,低床,,20181217
565,パナソニック,ビビ,ビビ・YX,,,,2018,,/ビビ[\\s・]?[yｙ][xＸ]/iu,,26,,,エアリーブルー,/エアリーブルー/ius,オープン,25.2,8,24.7,50,35,31,内装3段,,,,,低床,,20181217
566,パナソニック,ビビ,ビビ・TX,イオン限定,,,2018-2019(継続),,/ビビ[\\s・]?tx/iu,,26,,,オフホワイト,/オフホワイト/ius,,25.2,8,25.8,50,35,31,内装3段,144,,,クラス27標準装備,低床,,20181217
567,パナソニック,ビビ,ビビ・TX,イオン限定,,,2018-2019(継続),,/ビビ[\\s・]?tx/iu,,26,,,ビターブラウン,/ビターブラウン/ius,,25.2,8,25.8,50,35,31,内装3段,144,,,クラス27標準装備,低床,,20181217
568,パナソニック,ビビ,ビビ・TX,イオン限定,,,2018-2019(継続),,/ビビ[\\s・]?tx/iu,,26,,,USブルー,/USブルー/ius,,25.2,8,25.8,50,35,31,内装3段,144,,,クラス27標準装備,低床,,20181217
569,パナソニック,ビビ,ビビ・SX,,BE-ELSX43,,2018,,/ビビ[\\s・]?sx/iu,,24,,24×1-3/8WO,マットブラック,/マットブラック/ius,85000,25.2,8,25.1,50,35,31,内装3段,138,,710,クラス27標準装備,低床,,20181217
570,パナソニック,ビビ,ビビ・SX,,BE-ELSX43,,2018,,/ビビ[\\s・]?sx/iu,,24,,24×1-3/8WO,ピスタチオ,/ピスタチオ/ius,85000,25.2,8,25.1,50,35,31,内装3段,138,,710,クラス27標準装備,低床,,20181217
571,パナソニック,ビビ,ビビ・SX,,BE-ELSX43,,2018,,/ビビ[\\s・]?sx/iu,,24,,24×1-3/8WO,モダンシルバー,/モダンシルバー/ius,85000,25.2,8,25.1,50,35,31,内装3段,138,,710,クラス27標準装備,低床,,20181217
572,パナソニック,ビビ,ビビ・SX,,BE-ELSX43,,2018,,/ビビ[\\s・]?sx/iu,,24,,24×1-3/8WO,チョコブラウン,/チョコブラウン/ius,85000,25.2,8,25.1,50,35,31,内装3段,138,,710,クラス27標準装備,低床,,20181217
573,パナソニック,ビビ,ビビ・SX,,,,2018,,/ビビ[\\s・]?sx/iu,,26,,26×1-3/8WO,マットブラック,/マットブラック/ius,85000,25.2,8,25.8,50,35,31,内装3段,141,,740,クラス27標準装備,低床,,20181217
574,パナソニック,ビビ,ビビ・SX,,,,2018,,/ビビ[\\s・]?sx/iu,,26,,26×1-3/8WO,ピスタチオ,/ピスタチオ/ius,85000,25.2,8,25.8,50,35,31,内装3段,141,,740,クラス27標準装備,低床,,20181217
575,パナソニック,ビビ,ビビ・SX,,,,2018,,/ビビ[\\s・]?sx/iu,,26,,26×1-3/8WO,モダンシルバー,/モダンシルバー/ius,85000,25.2,8,25.8,50,35,31,内装3段,141,,740,クラス27標準装備,低床,,20181217
576,パナソニック,ビビ,ビビ・SX,,,,2018,,/ビビ[\\s・]?sx/iu,,26,,26×1-3/8WO,チョコブラウン,/チョコブラウン/ius,85000,25.2,8,25.8,50,35,31,内装3段,141,,740,クラス27標準装備,低床,,20181217
577,パナソニック,ビビ,ビビ・LU,,,,2018,,/ビビ[\\s・]?lu/iu,,24,,24×1-3/8 WO,オフホワイト,/オフホワイト/ius,105000,25.2,12,22.5,78,54,46,内装3段,140,,730,標準装備,低床,,20190108
578,パナソニック,ビビ,ビビ・LU,,,,2018,,/ビビ[\\s・]?lu/iu,,24,,24×1-3/8 WO,ラセットオレンジ,/ラセットオレンジ/ius,105000,25.2,12,22.5,78,54,46,内装3段,140,,730,標準装備,低床,,20190108
579,パナソニック,ビビ,ビビ・LU,,,,2018,,/ビビ[\\s・]?lu/iu,,24,,24×1-3/8 WO,チョコブラウン,/チョコブラウン/ius,105000,25.2,12,22.5,78,54,46,内装3段,140,,730,標準装備,低床,,20190108
580,パナソニック,ビビ,ビビ・LU,,,,2018,,/ビビ[\\s・]?lu/iu,,24,,24×1-3/8 WO,ターコイズブルー,/ターコイズブルー/ius,105000,25.2,12,22.5,78,54,46,内装3段,140,,730,標準装備,低床,,20190108
581,パナソニック,ビビ,ビビ・LU,,,,2018,,/ビビ[\\s・]?lu/iu,,26,,26×1-3/8 WO,オフホワイト,/オフホワイト/ius,105000,25.2,12,22.8,78,54,46,内装3段,141,,740,標準装備,低床,,20190108
582,パナソニック,ビビ,ビビ・LU,,,,2018,,/ビビ[\\s・]?lu/iu,,26,,26×1-3/8 WO,ラセットオレンジ,/ラセットオレンジ/ius,105000,25.2,12,22.8,78,54,46,内装3段,141,,740,標準装備,低床,,20190108
583,パナソニック,ビビ,ビビ・LU,,,,2018,,/ビビ[\\s・]?lu/iu,,26,,26×1-3/8 WO,チョコブラウン,/チョコブラウン/ius,105000,25.2,12,22.8,78,54,46,内装3段,141,,740,標準装備,低床,,20190108
584,パナソニック,ビビ,ビビ・LU,,,,2018,,/ビビ[\\s・]?lu/iu,,26,,26×1-3/8 WO,ターコイズブルー,/ターコイズブルー/ius,105000,25.2,12,22.8,78,54,46,内装3段,141,,740,標準装備,低床,,20190108
585,パナソニック,ビビ,ビビ・L・20,,,20181101,2019,,/ビビ[\\s・]?l[\\s・]?20\\s/iu,,20,1,20×1.75 HE,ラセットオレンジ,/ラセットオレンジ/ius,108800,25.2,12,21.7,70,53,45,内装3段,136,,690,標準装備,低床,,20181217
586,パナソニック,ビビ,ビビ・L・20,,,20181101,2019,,/ビビ[\\s・]?l[\\s・]?20\\s/iu,,20,1,20×1.75 HE,ウォームシルバー,/ウォームシルバー/ius,108800,25.2,12,21.7,70,53,45,内装3段,136,,690,標準装備,低床,,20181217
587,パナソニック,ビビ,ビビ・L・20,,,20181101,2019,,/ビビ[\\s・]?l[\\s・]?20\\s/iu,,20,1,20×1.75 HE,チョコブラウン,/チョコブラウン/ius,108800,25.2,12,21.7,70,53,45,内装3段,136,,690,標準装備,低床,,20181217
588,パナソニック,ビビ,ビビ・L,,,20181101,2019,,/ビビ[\\s・]?[lＬ]/iu,,24,,24×1-3/8 WO,ラセットオレンジ,/ラセットオレンジ/ius,108800,25.2,12,22.5,78,54,46,内装3段,139,,720,標準装備,低床,,20181217
589,パナソニック,ビビ,ビビ・L,,,20181101,2019,,/ビビ[\\s・]?[lＬ]/iu,,24,,24×1-3/8 WO,ウォームシルバー,/ウォームシルバー/ius,108800,25.2,12,22.5,78,54,46,内装3段,139,,720,標準装備,低床,,20181217
590,パナソニック,ビビ,ビビ・L,,,20181101,2019,,/ビビ[\\s・]?[lＬ]/iu,,24,,24×1-3/8 WO,チョコブラウン,/チョコブラウン/ius,108800,25.2,12,22.5,78,54,46,内装3段,139,,720,標準装備,低床,,20181217
591,パナソニック,ビビ,ビビ・L,,,20181101,2019,,/ビビ[\\s・]?[lＬ]/iu,,24,,24×1-3/8 WO,ターコイズブルー,/ターコイズブルー/ius,108800,25.2,12,22.5,78,54,46,内装3段,139,,720,標準装備,低床,,20181217
592,パナソニック,ビビ,ビビ・L,,,20181101,2019,,/ビビ[\\s・]?[lＬ]/iu,,26,,26×1-3/8 WO,ラセットオレンジ,/ラセットオレンジ/ius,108800,25.2,12,22.8,78,54,46,内装3段,140,,730,標準装備,低床,,20181217
593,パナソニック,ビビ,ビビ・L,,,20181101,2019,,/ビビ[\\s・]?[lＬ]/iu,,26,,26×1-3/8 WO,ウォームシルバー,/ウォームシルバー/ius,108800,25.2,12,22.8,78,54,46,内装3段,140,,730,標準装備,低床,,20181217
594,パナソニック,ビビ,ビビ・L,,,20181101,2019,,/ビビ[\\s・]?[lＬ]/iu,,26,,26×1-3/8 WO,チョコブラウン,/チョコブラウン/ius,108800,25.2,12,22.8,78,54,46,内装3段,140,,730,標準装備,低床,,20181217
595,パナソニック,ビビ,ビビ・L,,,20181101,2019,,/ビビ[\\s・]?[lＬ]/iu,,26,,26×1-3/8 WO,ターコイズブルー,/ターコイズブルー/ius,108800,25.2,12,22.8,78,54,46,内装3段,140,,730,標準装備,低床,,20181217
596,パナソニック,ビビ,ビビ・KD,,,,2018,,/ビビ[\\s・]?kd/ius,,24,,24×1-3/8 WO,メタリックグレー,/メタリックグレー/ius,137000,25.2,16,29.1,100,70,59,内装3段,138,,710,クラス27標準装備,低床,,20190102
597,パナソニック,ビビ,ビビ・KD,,,,2018,,/ビビ[\\s・]?kd/ius,,24,,24×1-3/8 WO,ビターブラウン,/ビターブラウン/ius,137000,25.2,16,29.1,100,70,59,内装3段,138,,710,クラス27標準装備,低床,,20190102
598,パナソニック,ビビ,ビビ・KD,,,,2018,,/ビビ[\\s・]?kd/ius,,24,,24×1-3/8 WO,プレミアムホワイト,/プレミアムホワイト/ius,137000,25.2,16,29.1,100,70,59,内装3段,138,,710,クラス27標準装備,低床,,20190102
599,パナソニック,ビビ,ビビ・KD,,,,2018,,/ビビ[\\s・]?kd/ius,,24,,24×1-3/8 WO,インディゴブルーメタリック,/インディゴブルーメタリック/ius,137000,25.2,16,29.1,100,70,59,内装3段,138,,710,クラス27標準装備,低床,,20190102
600,パナソニック,ビビ,ビビ・KD,,,,2018,,/ビビ[\\s・]?kd/ius,,26,,26×1-3/8 WO,メタリックグレー,/メタリックグレー/ius,137000,25.2,16,30,100,70,59,内装3段,141,,740,クラス27標準装備,低床,,20190102
601,パナソニック,ビビ,ビビ・EX,,,20181101,2019,,/ビビ[\\s・]?[eＥ][xＸ]/iu,,24,,24×1-3/8 WO,ミスティグリーン,/ミスティグリーン/ius,137800,25.2,16,29.5,100,70,59,内装3段,138,,710,クラス27標準装備,低床,,20181217
602,パナソニック,ビビ,ビビ・EX,,,20181101,2019,,/ビビ[\\s・]?[eＥ][xＸ]/iu,,24,,24×1-3/8 WO,マットルージュ,/マットルージュ/ius,137800,25.2,16,29.5,100,70,59,内装3段,138,,710,クラス27標準装備,低床,,20181217
603,パナソニック,ビビ,ビビ・EX,,,20181101,2019,,/ビビ[\\s・]?[eＥ][xＸ]/iu,,24,,24×1-3/8 WO,チタンシルバー,/チタンシルバー/ius,137800,25.2,16,29.5,100,70,59,内装3段,138,,710,クラス27標準装備,低床,,20181217
604,パナソニック,ビビ,ビビ・EX,,,20181101,2019,,/ビビ[\\s・]?[eＥ][xＸ]/iu,,24,,24×1-3/8 WO,マットネイビー,/マットネイビー/ius,137800,25.2,16,29.5,100,70,59,内装3段,138,,710,クラス27標準装備,低床,,20181217
605,パナソニック,ビビ,ビビ・EX,,,20181101,2019,,/ビビ[\\s・]?[eＥ][xＸ]/iu,,26,,26×1-3/8 WO,ミスティグリーン,/ミスティグリーン/ius,137800,25.2,16,30.4,100,70,59,内装3段,141,,740,クラス27標準装備,低床,,20181217
606,パナソニック,ビビ,ビビ・EX,,,20181101,2019,,/ビビ[\\s・]?[eＥ][xＸ]/iu,,26,,26×1-3/8 WO,マットルージュ,/マットルージュ/ius,137800,25.2,16,30.4,100,70,59,内装3段,141,,740,クラス27標準装備,低床,,20181217
607,パナソニック,ビビ,ビビ・EX,,,20181101,2019,,/ビビ[\\s・]?[eＥ][xＸ]/iu,,26,,26×1-3/8 WO,チタンシルバー,/チタンシルバー/ius,137800,25.2,16,30.4,100,70,59,内装3段,141,,740,クラス27標準装備,低床,,20181217
608,パナソニック,ビビ,ビビ・EX,,,20181101,2019,,/ビビ[\\s・]?[eＥ][xＸ]/iu,,26,,26×1-3/8 WO,マットネイビー,/マットネイビー/ius,137800,25.2,16,30.4,100,70,59,内装3段,141,,740,クラス27標準装備,低床,,20181217
609,パナソニック,ビビ,ビビ・DX,,,20181101,2019,,/ビビ[\\s・]?[dＤ][xＸ]/iu,,24,,24×1-3/8 WO,オフホワイト,/オフホワイト/ius,110800,25.2,16,28.2,100,70,59,内装3段,138,,710,クラス27標準装備,低床,,20181217
610,パナソニック,ビビ,ビビ・DX,,,20181101,2019,,/ビビ[\\s・]?[dＤ][xＸ]/iu,,24,,24×1-3/8 WO,アップルグリーン,/アップルグリーン/ius,110800,25.2,16,28.2,100,70,59,内装3段,138,,710,クラス27標準装備,低床,,20181217
611,パナソニック,ビビ,ビビ・DX,,,20181101,2019,,/ビビ[\\s・]?[dＤ][xＸ]/iu,,24,,24×1-3/8 WO,レッドジンジャー,/レッドジンジャー/ius,110800,25.2,16,28.2,100,70,59,内装3段,138,,710,クラス27標準装備,低床,,20181217
612,パナソニック,ビビ,ビビ・DX,,,20181101,2019,,/ビビ[\\s・]?[dＤ][xＸ]/iu,,24,,24×1-3/8 WO,シャイニーシルバー,/シャイニーシルバー/ius,110800,25.2,16,28.2,100,70,59,内装3段,138,,710,クラス27標準装備,低床,,20181217
613,パナソニック,ビビ,ビビ・DX,,,20181101,2019,,/ビビ[\\s・]?[dＤ][xＸ]/iu,,24,,24×1-3/8 WO,ビターブラウン,/ビターブラウン/ius,110800,25.2,16,28.2,100,70,59,内装3段,138,,710,クラス27標準装備,低床,,20181217
614,パナソニック,ビビ,ビビ・DX,,,20181101,2019,,/ビビ[\\s・]?[dＤ][xＸ]/iu,,24,,24×1-3/8 WO,USブルー,/USブルー/ius,110800,25.2,16,28.2,100,70,59,内装3段,138,,710,クラス27標準装備,低床,,20181217
615,パナソニック,ビビ,ビビ・DX,,,20181101,2019,,/ビビ[\\s・]?[dＤ][xＸ]/iu,,26,,26×1-3/8 WO,オフホワイト,/オフホワイト/ius,110800,25.2,16,29.1,100,70,59,内装3段,141,,740,クラス27標準装備,低床,,20181217
616,パナソニック,ビビ,ビビ・DX,,,20181101,2019,,/ビビ[\\s・]?[dＤ][xＸ]/iu,,26,,26×1-3/8 WO,アップルグリーン,/アップルグリーン/ius,110800,25.2,16,29.1,100,70,59,内装3段,141,,740,クラス27標準装備,低床,,20181217
617,パナソニック,ビビ,ビビ・DX,,,20181101,2019,,/ビビ[\\s・]?[dＤ][xＸ]/iu,,26,,26×1-3/8 WO,レッドジンジャー,/レッドジンジャー/ius,110800,25.2,16,29.1,100,70,59,内装3段,141,,740,クラス27標準装備,低床,,20181217
618,パナソニック,ビビ,ビビ・DX,,,20181101,2019,,/ビビ[\\s・]?[dＤ][xＸ]/iu,,26,,26×1-3/8 WO,シャイニーシルバー,/シャイニーシルバー/ius,110800,25.2,16,29.1,100,70,59,内装3段,141,,740,クラス27標準装備,低床,,20181217
619,パナソニック,ビビ,ビビ・DX,,,20181101,2019,,/ビビ[\\s・]?[dＤ][xＸ]/iu,,26,,26×1-3/8 WO,ビターブラウン,/ビターブラウン/ius,110800,25.2,16,29.1,100,70,59,内装3段,141,,740,クラス27標準装備,低床,,20181217
620,パナソニック,ビビ,ビビ・DX,,,20181101,2019,,/ビビ[\\s・]?[dＤ][xＸ]/iu,,26,,26×1-3/8 WO,USブルー,/USブルー/ius,110800,25.2,16,29.1,100,70,59,内装3段,141,,740,クラス27標準装備,低床,,20181217
